ti,repo,measurement_type,data_type,cadence,status,exp,sum,jobs,%Failure
04-MAR-2022 19,GitLabs,The-Pla,sol-pla,0:01:00,Error,74,-21,21,1.00
04-NOV-2022 00,GitLabs,The-Pla,sol-pla,0:01:00,Done,91,182,30,0.00
04-NOV-2022 01,GitLabs,The-Pla,sol-pla,0:01:00,Done,91,182,30,0.00
04-NOV-2022 02,GitLabs,The-Pla,sol-pla,0:01:00,Done,91,181,30,0.00
04-NOV-2022 03,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,179,30,0.00
04-NOV-2022 04,GitLabs,The-Pla,sol-pla,0:01:00,Done,87,174,30,0.00
04-NOV-2022 05,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,180,30,0.00
04-NOV-2022 06,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,177,30,0.00
04-NOV-2022 07,GitLabs,The-Pla,sol-pla,0:01:00,Done,89,178,30,0.00
04-NOV-2022 08,GitLabs,The-Pla,sol-pla,0:01:00,Done,91,182,30,0.00
04-NOV-2022 09,GitLabs,The-Pla,sol-pla,0:01:00,Done,71,141,29,0.00
04-NOV-2022 10,GitLabs,The-Pla,sol-pla,0:01:00,Done,83,166,30,0.00
04-NOV-2022 11,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,179,30,0.00
04-NOV-2022 12,GitLabs,The-Pla,sol-pla,0:01:00,Done,72,143,29,0.00
04-NOV-2022 13,GitLabs,The-Pla,sol-pla,0:01:00,Done,80,158,30,0.00
04-NOV-2022 14,GitLabs,The-Pla,sol-pla,0:01:00,Done,86,172,30,0.00
04-NOV-2022 15,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,180,31,0.00
04-NOV-2022 16,GitLabs,The-Pla,sol-pla,0:01:00,Done,93,185,31,0.00
04-NOV-2022 17,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,179,30,0.00
04-NOV-2022 18,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,180,30,0.00
04-NOV-2022 19,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,179,30,0.00
04-NOV-2022 20,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,180,30,0.00
04-NOV-2022 21,GitLabs,The-Pla,sol-pla,0:01:00,Done,73,146,30,0.00
04-NOV-2022 22,GitLabs,The-Pla,sol-pla,0:01:00,Done,65,130,30,0.00
04-NOV-2022 23,GitLabs,The-Pla,sol-pla,0:01:00,Done,57,114,30,0.00
04-OCT-2022 00,GitLabs,The-Pla,sol-pla,0:01:00,Done,6,8,2,0.00
04-OCT-2022 01,GitLabs,The-Pla,sol-pla,0:01:00,Done,3,4,1,0.00
04-OCT-2022 04,GitLabs,The-Pla,sol-pla,0:01:00,Done,3,4,1,0.00
04-OCT-2022 06,GitLabs,The-Pla,sol-pla,0:01:00,Done,3,4,1,0.00
04-OCT-2022 07,GitLabs,The-Pla,sol-pla,0:01:00,Done,3,4,1,0.00
04-OCT-2022 09,GitLabs,The-Pla,sol-pla,0:01:00,Done,9,12,3,0.00
04-OCT-2022 10,GitLabs,The-Pla,sol-pla,0:01:00,Done,6,8,2,0.00
04-OCT-2022 11,GitLabs,The-Pla,sol-pla,0:01:00,Done,3,4,1,0.00
04-OCT-2022 14,GitLabs,The-Pla,sol-pla,0:01:00,Done,9,12,3,0.00
04-OCT-2022 15,GitLabs,The-Pla,sol-pla,0:01:00,Done,21,27,6,0.00
04-OCT-2022 16,GitLabs,The-Pla,sol-pla,0:01:00,Done,45,58,13,0.00
04-OCT-2022 17,GitLabs,The-Pla,sol-pla,0:01:00,Done,24,31,7,0.00
04-OCT-2022 18,GitLabs,The-Pla,sol-pla,0:01:00,Done,58,76,18,0.00
04-OCT-2022 19,GitLabs,The-Pla,sol-pla,0:01:00,Done,17,22,5,0.00
04-OCT-2022 20,GitLabs,The-Pla,sol-pla,0:01:00,Done,10,13,3,0.00
04-OCT-2022 21,GitLabs,The-Pla,sol-pla,0:01:00,Done,21,27,6,0.00
04-OCT-2022 22,GitLabs,The-Pla,sol-pla,0:01:00,Done,20,26,6,0.00
04-OCT-2022 23,GitLabs,The-Pla,sol-pla,0:01:00,Done,24,32,8,0.00
04-SEP-2022 00,GitLabs,The-Pla,sol-pla,0:01:00,Error,12,-4,4,1.00
04-SEP-2022 16,GitLabs,The-Pla,sol-pla,0:01:00,Error,62,-18,18,1.00
04-SEP-2022 17,GitLabs,The-Pla,sol-pla,0:01:00,Error,146,-43,43,1.00
04-SEP-2022 18,GitLabs,The-Pla,sol-pla,0:01:00,Error,196,-59,59,1.00
04-SEP-2022 19,GitLabs,The-Pla,sol-pla,0:01:00,Error,205,-60,60,1.00
04-SEP-2022 20,GitLabs,The-Pla,sol-pla,0:01:00,Error,198,-60,60,1.00
04-SEP-2022 21,GitLabs,The-Pla,sol-pla,0:01:00,Error,177,-60,60,1.00
04-SEP-2022 22,GitLabs,The-Pla,sol-pla,0:01:00,Error,204,-60,60,1.00
04-SEP-2022 23,GitLabs,The-Pla,sol-pla,0:01:00,Error,183,-60,60,1.00
05-DEC-2022 00,GitLabs,The-Pla,sol-pla,0:01:00,Done,25,48,8,0.00
05-DEC-2022 00,GitLabs,The-Pla,sol-pla,0:01:00,Error,69,-22,22,1.00
05-DEC-2022 01,GitLabs,The-Pla,sol-pla,0:01:00,Done,54,103,18,0.00
05-DEC-2022 01,GitLabs,The-Pla,sol-pla,0:01:00,Error,37,-12,12,1.00
05-DEC-2022 02,GitLabs,The-Pla,sol-pla,0:01:00,Done,38,73,12,0.00
05-DEC-2022 02,GitLabs,The-Pla,sol-pla,0:01:00,Error,55,-18,18,1.00
05-DEC-2022 03,GitLabs,The-Pla,sol-pla,0:01:00,Done,36,70,12,0.00
05-DEC-2022 03,GitLabs,The-Pla,sol-pla,0:01:00,Error,58,-18,18,1.00
05-DEC-2022 04,GitLabs,The-Pla,sol-pla,0:01:00,Done,46,92,15,0.00
05-DEC-2022 04,GitLabs,The-Pla,sol-pla,0:01:00,Error,45,-15,15,1.00
05-DEC-2022 05,GitLabs,The-Pla,sol-pla,0:01:00,Done,51,96,16,0.00
05-DEC-2022 05,GitLabs,The-Pla,sol-pla,0:01:00,Error,43,-14,14,1.00
05-DEC-2022 06,GitLabs,The-Pla,sol-pla,0:01:00,Done,39,78,13,0.00
05-DEC-2022 06,GitLabs,The-Pla,sol-pla,0:01:00,Error,53,-17,17,1.00
05-DEC-2022 07,GitLabs,The-Pla,sol-pla,0:01:00,Done,33,62,11,0.00
05-DEC-2022 07,GitLabs,The-Pla,sol-pla,0:01:00,Error,63,-19,19,1.00
05-DEC-2022 08,GitLabs,The-Pla,sol-pla,0:01:00,Done,43,83,14,0.00
05-DEC-2022 08,GitLabs,The-Pla,sol-pla,0:01:00,Error,50,-16,16,1.00
05-DEC-2022 09,GitLabs,The-Pla,sol-pla,0:01:00,Done,39,75,13,0.00
05-DEC-2022 09,GitLabs,The-Pla,sol-pla,0:01:00,Error,54,-17,17,1.00
05-DEC-2022 10,GitLabs,The-Pla,sol-pla,0:01:00,Done,40,76,13,0.00
05-DEC-2022 10,GitLabs,The-Pla,sol-pla,0:01:00,Error,51,-17,17,1.00
05-DEC-2022 11,GitLabs,The-Pla,sol-pla,0:01:00,Done,28,50,9,0.00
05-DEC-2022 11,GitLabs,The-Pla,sol-pla,0:01:00,Error,64,-21,21,1.00
05-DEC-2022 12,GitLabs,The-Pla,sol-pla,0:01:00,Done,39,77,12,0.00
05-DEC-2022 12,GitLabs,The-Pla,sol-pla,0:01:00,Error,58,-18,18,1.00
05-DEC-2022 13,GitLabs,The-Pla,sol-pla,0:01:00,Done,42,83,13,0.00
05-DEC-2022 13,GitLabs,The-Pla,sol-pla,0:01:00,Error,60,-17,17,1.00
05-DEC-2022 14,GitLabs,The-Pla,sol-pla,0:01:00,Done,61,112,18,0.00
05-DEC-2022 14,GitLabs,The-Pla,sol-pla,0:01:00,Error,44,-12,12,1.00
05-DEC-2022 15,GitLabs,The-Pla,sol-pla,0:01:00,Done,67,128,19,0.00
05-DEC-2022 15,GitLabs,The-Pla,sol-pla,0:01:00,Error,33,-9,9,1.00
05-DEC-2022 16,GitLabs,The-Pla,sol-pla,0:01:00,Done,41,54,11,0.00
05-DEC-2022 17,GitLabs,The-Pla,sol-pla,0:01:00,Done,40,54,12,0.00
05-DEC-2022 18,GitLabs,The-Pla,sol-pla,0:01:00,Done,23,30,7,0.00
05-DEC-2022 19,GitLabs,The-Pla,sol-pla,0:01:00,Done,21,27,6,0.00
05-DEC-2022 20,GitLabs,The-Pla,sol-pla,0:01:00,Done,9,12,3,0.00
05-DEC-2022 21,GitLabs,The-Pla,sol-pla,0:01:00,Done,4,5,1,0.00
05-DEC-2022 22,GitLabs,The-Pla,sol-pla,0:01:00,Done,13,17,4,0.00
05-DEC-2022 23,GitLabs,The-Pla,sol-pla,0:01:00,Done,18,24,6,0.00
05-JAN-2023 00,GitLabs,The-Pla,sol-pla,0:01:00,Done,18,24,6,0.00
05-JAN-2023 01,GitLabs,The-Pla,sol-pla,0:01:00,Done,9,12,3,0.00
05-JAN-2023 02,GitLabs,The-Pla,sol-pla,0:01:00,Done,6,8,2,0.00
05-JAN-2023 03,GitLabs,The-Pla,sol-pla,0:01:00,Done,9,12,3,0.00
05-JAN-2023 04,GitLabs,The-Pla,sol-pla,0:01:00,Done,18,24,6,0.00
05-JAN-2023 05,GitLabs,The-Pla,sol-pla,0:01:00,Done,12,16,4,0.00
05-JAN-2023 06,GitLabs,The-Pla,sol-pla,0:01:00,Done,21,28,7,0.00
05-JAN-2023 07,GitLabs,The-Pla,sol-pla,0:01:00,Done,6,12,6,0.00
05-JAN-2023 08,GitLabs,The-Pla,sol-pla,0:01:00,Done,11,16,5,0.00
05-JAN-2023 09,GitLabs,The-Pla,sol-pla,0:01:00,Done,18,24,6,0.00
05-JAN-2023 10,GitLabs,The-Pla,sol-pla,0:01:00,Done,16,21,5,0.00
05-JAN-2023 11,GitLabs,The-Pla,sol-pla,0:01:00,Done,8,14,6,0.00
05-JAN-2023 12,GitLabs,The-Pla,sol-pla,0:01:00,Done,36,55,18,0.00
05-JAN-2023 13,GitLabs,The-Pla,sol-pla,0:01:00,Done,8,10,2,0.00
05-JAN-2023 14,GitLabs,The-Pla,sol-pla,0:01:00,Done,22,29,7,0.00
05-JAN-2023 15,GitLabs,The-Pla,sol-pla,0:01:00,Done,20,28,8,0.00
05-JAN-2023 16,GitLabs,The-Pla,sol-pla,0:01:00,Done,11,14,3,0.00
05-JAN-2023 17,GitLabs,The-Pla,sol-pla,0:01:00,Done,3,4,1,0.00
05-JAN-2023 18,GitLabs,The-Pla,sol-pla,0:01:00,Done,27,35,8,0.00
05-JAN-2023 19,GitLabs,The-Pla,sol-pla,0:01:00,Done,14,18,4,0.00
05-JAN-2023 20,GitLabs,The-Pla,sol-pla,0:01:00,Done,18,24,6,0.00
05-JAN-2023 21,GitLabs,The-Pla,sol-pla,0:01:00,Done,33,42,9,0.00
05-JAN-2023 22,GitLabs,The-Pla,sol-pla,0:01:00,Done,3,4,1,0.00
05-JAN-2023 23,GitLabs,The-Pla,sol-pla,0:01:00,Done,6,8,2,0.00
05-NOV-2022 00,GitLabs,The-Pla,sol-pla,0:01:00,Done,46,91,28,0.00
05-NOV-2022 01,GitLabs,The-Pla,sol-pla,0:01:00,Done,77,153,29,0.00
05-NOV-2022 02,GitLabs,The-Pla,sol-pla,0:01:00,Done,86,170,30,0.00
05-NOV-2022 03,GitLabs,The-Pla,sol-pla,0:01:00,Done,76,151,30,0.00
05-NOV-2022 04,GitLabs,The-Pla,sol-pla,0:01:00,Done,80,160,30,0.00
05-NOV-2022 05,GitLabs,The-Pla,sol-pla,0:01:00,Done,82,164,30,0.00
05-NOV-2022 06,GitLabs,The-Pla,sol-pla,0:01:00,Done,72,144,30,0.00
05-NOV-2022 07,GitLabs,The-Pla,sol-pla,0:01:00,Done,76,152,30,0.00
05-NOV-2022 08,GitLabs,The-Pla,sol-pla,0:01:00,Done,79,158,30,0.00
05-NOV-2022 09,GitLabs,The-Pla,sol-pla,0:01:00,Done,75,150,30,0.00
05-NOV-2022 10,GitLabs,The-Pla,sol-pla,0:01:00,Done,87,174,30,0.00
05-NOV-2022 11,GitLabs,The-Pla,sol-pla,0:01:00,Done,87,173,30,0.00
05-NOV-2022 12,GitLabs,The-Pla,sol-pla,0:01:00,Done,82,163,30,0.00
05-NOV-2022 13,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,180,30,0.00
05-NOV-2022 14,GitLabs,The-Pla,sol-pla,0:01:00,Done,86,171,30,0.00
05-NOV-2022 15,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,180,30,0.00
05-NOV-2022 16,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,179,30,0.00
05-NOV-2022 17,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,179,30,0.00
05-NOV-2022 18,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,178,30,0.00
05-NOV-2022 19,GitLabs,The-Pla,sol-pla,0:01:00,Done,84,167,30,0.00
05-NOV-2022 20,GitLabs,The-Pla,sol-pla,0:01:00,Done,84,168,30,0.00
05-NOV-2022 21,GitLabs,The-Pla,sol-pla,0:01:00,Done,60,120,29,0.00
05-NOV-2022 22,GitLabs,The-Pla,sol-pla,0:01:00,Done,80,159,30,0.00
05-NOV-2022 23,GitLabs,The-Pla,sol-pla,0:01:00,Done,89,176,30,0.00
05-OCT-2022 00,GitLabs,The-Pla,sol-pla,0:01:00,Done,24,32,8,0.00
05-OCT-2022 01,GitLabs,The-Pla,sol-pla,0:01:00,Done,6,8,2,0.00
05-OCT-2022 02,GitLabs,The-Pla,sol-pla,0:01:00,Done,9,12,3,0.00
05-OCT-2022 03,GitLabs,The-Pla,sol-pla,0:01:00,Done,9,12,3,0.00
05-OCT-2022 04,GitLabs,The-Pla,sol-pla,0:01:00,Done,18,24,6,0.00
05-OCT-2022 05,GitLabs,The-Pla,sol-pla,0:01:00,Done,18,24,6,0.00
05-OCT-2022 06,GitLabs,The-Pla,sol-pla,0:01:00,Done,12,16,4,0.00
05-OCT-2022 07,GitLabs,The-Pla,sol-pla,0:01:00,Done,21,28,7,0.00
05-OCT-2022 08,GitLabs,The-Pla,sol-pla,0:01:00,Done,18,24,6,0.00
05-OCT-2022 09,GitLabs,The-Pla,sol-pla,0:01:00,Done,18,24,6,0.00
05-OCT-2022 10,GitLabs,The-Pla,sol-pla,0:01:00,Done,6,8,2,0.00
05-OCT-2022 11,GitLabs,The-Pla,sol-pla,0:01:00,Done,3,4,1,0.00
05-OCT-2022 12,GitLabs,The-Pla,sol-pla,0:01:00,Done,14,18,4,0.00
05-OCT-2022 13,GitLabs,The-Pla,sol-pla,0:01:00,Done,22,28,6,0.00
05-OCT-2022 14,GitLabs,The-Pla,sol-pla,0:01:00,Done,12,15,3,0.00
05-OCT-2022 15,GitLabs,The-Pla,sol-pla,0:01:00,Done,20,26,6,0.00
05-OCT-2022 16,GitLabs,The-Pla,sol-pla,0:01:00,Done,10,13,3,0.00
05-OCT-2022 17,GitLabs,The-Pla,sol-pla,0:01:00,Done,9,12,3,0.00
05-OCT-2022 18,GitLabs,The-Pla,sol-pla,0:01:00,Done,10,13,3,0.00
05-OCT-2022 19,GitLabs,The-Pla,sol-pla,0:01:00,Done,7,9,2,0.00
05-OCT-2022 20,GitLabs,The-Pla,sol-pla,0:01:00,Done,13,17,4,0.00
05-OCT-2022 21,GitLabs,The-Pla,sol-pla,0:01:00,Done,12,15,3,0.00
05-OCT-2022 22,GitLabs,The-Pla,sol-pla,0:01:00,Done,19,24,5,0.00
05-OCT-2022 23,GitLabs,The-Pla,sol-pla,0:01:00,Done,28,37,9,0.00
05-SEP-2022 00,GitLabs,The-Pla,sol-pla,0:01:00,Error,181,-60,60,1.00
05-SEP-2022 01,GitLabs,The-Pla,sol-pla,0:01:00,Error,181,-60,60,1.00
05-SEP-2022 02,GitLabs,The-Pla,sol-pla,0:01:00,Error,181,-60,60,1.00
05-SEP-2022 03,GitLabs,The-Pla,sol-pla,0:01:00,Error,150,-50,50,1.00
05-SEP-2022 04,GitLabs,The-Pla,sol-pla,0:01:00,Error,153,-51,51,1.00
05-SEP-2022 05,GitLabs,The-Pla,sol-pla,0:01:00,Error,156,-52,52,1.00
05-SEP-2022 06,GitLabs,The-Pla,sol-pla,0:01:00,Error,154,-51,51,1.00
05-SEP-2022 07,GitLabs,The-Pla,sol-pla,0:01:00,Error,171,-57,57,1.00
05-SEP-2022 08,GitLabs,The-Pla,sol-pla,0:01:00,Error,180,-60,60,1.00
05-SEP-2022 09,GitLabs,The-Pla,sol-pla,0:01:00,Error,125,-41,41,1.00
05-SEP-2022 10,GitLabs,The-Pla,sol-pla,0:01:00,Error,181,-59,59,1.00
05-SEP-2022 11,GitLabs,The-Pla,sol-pla,0:01:00,Error,198,-60,60,1.00
05-SEP-2022 12,GitLabs,The-Pla,sol-pla,0:01:00,Error,201,-60,60,1.00
05-SEP-2022 13,GitLabs,The-Pla,sol-pla,0:01:00,Error,194,-60,60,1.00
05-SEP-2022 14,GitLabs,The-Pla,sol-pla,0:01:00,Error,190,-58,58,1.00
05-SEP-2022 15,GitLabs,The-Pla,sol-pla,0:01:00,Error,188,-57,57,1.00
05-SEP-2022 16,GitLabs,The-Pla,sol-pla,0:01:00,Error,184,-56,56,1.00
05-SEP-2022 17,GitLabs,The-Pla,sol-pla,0:01:00,Error,179,-54,54,1.00
05-SEP-2022 18,GitLabs,The-Pla,sol-pla,0:01:00,Error,192,-58,58,1.00
05-SEP-2022 19,GitLabs,The-Pla,sol-pla,0:01:00,Error,184,-56,56,1.00
05-SEP-2022 20,GitLabs,The-Pla,sol-pla,0:01:00,Error,197,-59,59,1.00
05-SEP-2022 21,GitLabs,The-Pla,sol-pla,0:01:00,Error,195,-58,58,1.00
05-SEP-2022 22,GitLabs,The-Pla,sol-pla,0:01:00,Error,182,-55,55,1.00
05-SEP-2022 23,GitLabs,The-Pla,sol-pla,0:01:00,Error,178,-58,58,1.00
06-DEC-2022 00,GitLabs,The-Pla,sol-pla,0:01:00,Done,24,32,8,0.00
06-DEC-2022 01,GitLabs,The-Pla,sol-pla,0:01:00,Done,24,32,8,0.00
06-DEC-2022 02,GitLabs,The-Pla,sol-pla,0:01:00,Done,13,17,4,0.00
06-DEC-2022 03,GitLabs,The-Pla,sol-pla,0:01:00,Done,28,37,9,0.00
06-DEC-2022 04,GitLabs,The-Pla,sol-pla,0:01:00,Done,3,4,1,0.00
06-DEC-2022 05,GitLabs,The-Pla,sol-pla,0:01:00,Done,19,25,6,0.00
06-DEC-2022 06,GitLabs,The-Pla,sol-pla,0:01:00,Done,26,34,8,0.00
06-DEC-2022 07,GitLabs,The-Pla,sol-pla,0:01:00,Done,14,20,4,0.00
06-DEC-2022 08,GitLabs,The-Pla,sol-pla,0:01:00,Done,6,8,2,0.00
06-DEC-2022 09,GitLabs,The-Pla,sol-pla,0:01:00,Done,12,16,4,0.00
06-DEC-2022 10,GitLabs,The-Pla,sol-pla,0:01:00,Done,9,12,3,0.00
06-DEC-2022 11,GitLabs,The-Pla,sol-pla,0:01:00,Done,9,12,3,0.00
06-DEC-2022 12,GitLabs,The-Pla,sol-pla,0:01:00,Done,13,17,4,0.00
06-DEC-2022 13,GitLabs,The-Pla,sol-pla,0:01:00,Done,17,22,5,0.00
06-DEC-2022 14,GitLabs,The-Pla,sol-pla,0:01:00,Done,29,37,8,0.00
06-DEC-2022 15,GitLabs,The-Pla,sol-pla,0:01:00,Done,32,41,9,0.00
06-DEC-2022 16,GitLabs,The-Pla,sol-pla,0:01:00,Done,19,25,5,0.00
06-DEC-2022 17,GitLabs,The-Pla,sol-pla,0:01:00,Done,18,24,6,0.00
06-DEC-2022 18,GitLabs,The-Pla,sol-pla,0:01:00,Done,13,17,4,0.00
06-DEC-2022 19,GitLabs,The-Pla,sol-pla,0:01:00,Done,39,50,11,0.00
06-DEC-2022 20,GitLabs,The-Pla,sol-pla,0:01:00,Done,43,54,11,0.00
06-DEC-2022 21,GitLabs,The-Pla,sol-pla,0:01:00,Done,6,8,2,0.00
06-DEC-2022 22,GitLabs,The-Pla,sol-pla,0:01:00,Done,9,12,3,0.00
06-DEC-2022 23,GitLabs,The-Pla,sol-pla,0:01:00,Done,12,16,4,0.00
06-JAN-2023 00,GitLabs,The-Pla,sol-pla,0:01:00,Done,27,36,9,0.00
06-JAN-2023 01,GitLabs,The-Pla,sol-pla,0:01:00,Done,18,24,6,0.00
06-JAN-2023 02,GitLabs,The-Pla,sol-pla,0:01:00,Done,6,8,2,0.00
06-JAN-2023 03,GitLabs,The-Pla,sol-pla,0:01:00,Done,15,20,5,0.00
06-JAN-2023 04,GitLabs,The-Pla,sol-pla,0:01:00,Done,6,8,2,0.00
06-JAN-2023 05,GitLabs,The-Pla,sol-pla,0:01:00,Done,21,28,7,0.00
06-JAN-2023 06,GitLabs,The-Pla,sol-pla,0:01:00,Done,19,25,6,0.00
06-JAN-2023 07,GitLabs,The-Pla,sol-pla,0:01:00,Done,12,20,8,0.00
06-JAN-2023 08,GitLabs,The-Pla,sol-pla,0:01:00,Done,14,20,6,0.00
06-JAN-2023 09,GitLabs,The-Pla,sol-pla,0:01:00,Done,25,33,8,0.00
06-JAN-2023 10,GitLabs,The-Pla,sol-pla,0:01:00,Done,19,25,6,0.00
06-JAN-2023 11,GitLabs,The-Pla,sol-pla,0:01:00,Done,14,20,6,0.00
06-JAN-2023 12,GitLabs,The-Pla,sol-pla,0:01:00,Done,11,15,4,0.00
06-JAN-2023 13,GitLabs,The-Pla,sol-pla,0:01:00,Done,26,35,8,0.00
06-JAN-2023 14,GitLabs,The-Pla,sol-pla,0:01:00,Done,21,27,6,0.00
06-JAN-2023 15,GitLabs,The-Pla,sol-pla,0:01:00,Done,19,24,5,0.00
06-JAN-2023 16,GitLabs,The-Pla,sol-pla,0:01:00,Done,28,35,7,0.00
06-JAN-2023 17,GitLabs,The-Pla,sol-pla,0:01:00,Done,11,14,3,0.00
06-JAN-2023 18,GitLabs,The-Pla,sol-pla,0:01:00,Done,12,15,3,0.00
06-JAN-2023 19,GitLabs,The-Pla,sol-pla,0:01:00,Done,4,5,1,0.00
06-JAN-2023 21,GitLabs,The-Pla,sol-pla,0:01:00,Done,5,10,5,0.00
06-JAN-2023 22,GitLabs,The-Pla,sol-pla,0:01:00,Done,6,12,6,0.00
06-JAN-2023 23,GitLabs,The-Pla,sol-pla,0:01:00,Done,10,13,3,0.00
06-NOV-2022 00,GitLabs,The-Pla,sol-pla,0:01:00,Done,67,133,30,0.00
06-NOV-2022 01,GitLabs,The-Pla,sol-pla,0:01:00,Done,69,136,30,0.00
06-NOV-2022 02,GitLabs,The-Pla,sol-pla,0:01:00,Done,87,174,30,0.00
06-NOV-2022 03,GitLabs,The-Pla,sol-pla,0:01:00,Done,67,134,30,0.00
06-NOV-2022 04,GitLabs,The-Pla,sol-pla,0:01:00,Done,76,149,30,0.00
06-NOV-2022 05,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,180,30,0.00
06-NOV-2022 06,GitLabs,The-Pla,sol-pla,0:01:00,Done,71,142,28,0.00
06-NOV-2022 07,GitLabs,The-Pla,sol-pla,0:01:00,Done,77,153,30,0.00
06-NOV-2022 08,GitLabs,The-Pla,sol-pla,0:01:00,Done,88,174,30,0.00
06-NOV-2022 09,GitLabs,The-Pla,sol-pla,0:01:00,Done,77,152,29,0.00
06-NOV-2022 10,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,180,30,0.00
06-NOV-2022 11,GitLabs,The-Pla,sol-pla,0:01:00,Done,75,150,29,0.00
06-NOV-2022 12,GitLabs,The-Pla,sol-pla,0:01:00,Done,86,170,30,0.00
06-NOV-2022 13,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,180,30,0.00
06-NOV-2022 14,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,179,30,0.00
06-NOV-2022 15,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,178,30,0.00
06-NOV-2022 16,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,179,30,0.00
06-NOV-2022 17,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,178,30,0.00
06-NOV-2022 18,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,177,30,0.00
06-NOV-2022 19,GitLabs,The-Pla,sol-pla,0:01:00,Done,73,145,29,0.00
06-NOV-2022 20,GitLabs,The-Pla,sol-pla,0:01:00,Done,85,170,30,0.00
06-NOV-2022 21,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,180,30,0.00
06-NOV-2022 22,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,180,30,0.00
06-NOV-2022 23,GitLabs,The-Pla,sol-pla,0:01:00,Done,90,180,30,0.00
06-OCT-2022 00,GitLabs,The-Pla,sol-pla,0:01:00,Done,3,4,1,0.00
06-OCT-2022 01,GitLabs,The-Pla,sol-pla,0:01:00,Done,12,16,4,0.00
06-OCT-2022 02,GitLabs,The-Pla,sol-pla,0:01:00,Done,15,20,5,0.00
06-OCT-2022 03,GitLabs,The-Pla,sol-pla,0:01:00,Done,18,24,6,0.00
06-OCT-2022 04,GitLabs,The-Pla,sol-pla,0:01:00,Done,9,12,3,0.00
06-OCT-2022 05,GitLabs,The-Pla,sol-pla,0:01:00,Done,18,24,6,0.00
06-OCT-2022 06,GitLabs,The-Pla,sol-pla,0:01:00,Done,6,8,2,0.00
06-OCT-2022 07,GitLabs,The-Pla,sol-pla,0:01:00,Done,24,32,8,0.00
06-OCT-2022 08,GitLabs,The-Pla,sol-pla,0:01:00,Done,15,20,5,0.00
06-OCT-2022 09,GitLabs,The-Pla,sol-pla,0:01:00,Done,16,21,5,0.00
06-OCT-2022 10,GitLabs,The-Pla,sol-pla,0:01:00,Done,3,4,1,0.00
06-OCT-2022 11,GitLabs,The-Pla,sol-pla,0:01:00,Done,18,24,6,0.00
06-OCT-2022 12,GitLabs,The-Pla,sol-pla,0:01:00,Done,10,13,3,0.00
06-OCT-2022 13,GitLabs,The-Pla,sol-pla,0:01:00,Done,15,19,4,0.00
06-OCT-2022 14,GitLabs,The-Pla,sol-pla,0:01:00,Done,18,23,5,0.00
06-OCT-2022 15,GitLabs,The-Pla,sol-pla,0:01:00,Done,20,26,6,0.00
06-OCT-2022 16,GitLabs,The-Pla,sol-pla,0:01:00,Done,20,26,6,0.00
06-OCT-2022 17,GitLabs,The-Pla,sol-pla,0:01:00,Done,19,24,5,0.00
06-OCT-2022 18,GitLabs,The-Pla,sol-pla,0:01:00,Done,28,36,8,0.00
06-OCT-2022 19,GitLabs,The-Pla,sol-pla,0:01:00,Done,14,18,4,0.00
06-OCT-2022 20,GitLabs,The-Pla,sol-pla,0:01:00,Done,9,12,3,0.00
06-OCT-2022 21,GitLabs,The-Pla,sol-pla,0:01:00,Done,10,13,3,0.00
06-OCT-2022 22,GitLabs,The-Pla,sol-pla,0:01:00,Done,34,44,10,0.00
06-OCT-2022 23,GitLabs,The-Pla,sol-pla,0:01:00,Done,18,24,6,0.00
06-SEP-2022 00,GitLabs,The-Pla,sol-pla,0:01:00,Error,168,-56,56,1.00
06-SEP-2022 01,GitLabs,The-Pla,sol-pla,0:01:00,Error,180,-60,60,1.00
06-SEP-2022 02,GitLabs,The-Pla,sol-pla,0:01:00,Error,174,-58,58,1.00
06-SEP-2022 03,GitLabs,The-Pla,sol-pla,0:01:00,Error,180,-60,60,1.00
06-SEP-2022 04,GitLabs,The-Pla,sol-pla,0:01:00,Error,174,-58,58,1.00
06-SEP-2022 05,GitLabs,The-Pla,sol-pla,0:01:00,Error,174,-58,58,1.00
